Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1786970883,1500,,Aggregated,52.100000,0.000000,8700,16000,22000,26000,39000,52000,68000,79000,108000,122000,122000,9770,1939,8700,15617.499397277363,265.80219995230436,121906.0293000075,195.36448311156602
1786970884,1500,,Aggregated,46.800000,0.000000,8700,16000,22000,26000,39000,52000,68000,79000,108000,122000,122000,9786,1939,8700,15635.04284576945,265.80219995230436,121906.0293000075,195.40813406907827
1786970885,1500,,Aggregated,40.400000,0.000000,8700,16000,22000,26000,39000,52000,68000,79000,108000,122000,122000,9861,1940,8700,15688.146976097743,265.80219995230436,121906.0293000075,195.20991785822937
1786970886,1500,,Aggregated,35.600000,0.000000,8800,16000,22000,26000,39000,52000,68000,79000,108000,122000,122000,9933,1940,8800,15767.576028974097,265.80219995230436,121906.0293000075,196.0386590154032
1786970887,1500,,Aggregated,34.100000,0.000000,8800,16000,22000,26000,39000,52000,68000,79000,108000,122000,122000,9945,1940,8800,15779.629451422801,265.80219995230436,121906.0293000075,196.06194067370538
1786970888,1500,,Aggregated,39.500000,0.100000,8900,16000,22000,26000,39000,52000,68000,79000,108000,122000,122000,9964,1940,8900,15801.087644680829,265.80219995230436,121906.0293000075,196.17432757928543
1786970889,1500,,Aggregated,39.900000,0.100000,8900,16000,22000,26000,39000,52000,68000,79000,108000,122000,122000,9976,1940,8900,15809.842231144732,265.80219995230436,121906.0293000075,196.26212910986368
1786970890,1500,,Aggregated,38.100000,0.100000,8900,16000,22000,26000,39000,52000,68000,79000,108000,121000,122000,10011,1940,8900,15858.913770072897,265.80219995230436,121906.0293000075,196.1567275996404
1786970891,1500,,Aggregated,35.900000,0.100000,9000,16000,22000,26000,40000,52000,69000,80000,110000,122000,144000,10079,1940,9000,15959.351343516226,265.80219995230436,143504.76009998238,196.53179878956246
1786970892,1500,,Aggregated,32.900000,0.100000,9000,16000,22000,27000,40000,52000,69000,80000,110000,122000,144000,10128,1940,9000,16003.36332915679,265.80219995230436,143504.76009998238,196.69717614533965
1786970893,1500,,Aggregated,28.400000,0.100000,9000,17000,22000,27000,40000,53000,69000,80000,111000,132000,144000,10178,1940,9000,16091.882929239559,265.80219995230436,143504.76009998238,196.9050894085282
1786970894,1500,,Aggregated,34.200000,0.100000,9100,17000,22000,27000,40000,53000,69000,80000,113000,137000,144000,10228,1940,9100,16161.224587377821,265.80219995230436,143504.76009998238,197.14254986312085
1786970895,1500,,Aggregated,38.000000,0.100000,9100,17000,22000,27000,40000,53000,70000,80000,113000,137000,144000,10268,1940,9100,16201.723283482701,265.80219995230436,143504.76009998238,197.41264121542656
1786970896,1500,,Aggregated,41.400000,0.100000,9200,17000,23000,27000,40000,53000,70000,81000,113000,137000,144000,10331,1940,9200,16287.92531326112,265.80219995230436,143504.76009998238,197.4593940567225
1786970897,1500,,Aggregated,43.200000,0.100000,9200,17000,23000,27000,40000,53000,70000,81000,113000,137000,144000,10398,1940,9200,16344.830658155468,265.80219995230436,143504.76009998238,197.83342950567416
1786970898,1500,,Aggregated,37.900000,0.000000,9300,17000,23000,27000,40000,53000,70000,81000,114000,137000,144000,10451,1940,9300,16405.039974863714,265.80219995230436,143504.76009998238,198.09731126208018
1786970899,1500,,Aggregated,40.500000,0.000000,9300,17000,23000,27000,41000,53000,71000,81000,116000,137000,144000,10513,1940,9300,16491.03884769335,265.80219995230436,143504.76009998238,198.4959573860934
1786970900,1500,,Aggregated,46.000000,0.000000,9400,17000,23000,27000,41000,54000,71000,82000,116000,137000,144000,10551,1940,9400,16541.756331343026,265.80219995230436,143504.76009998238,198.51578049473983
1786970901,1500,,Aggregated,49.000000,0.000000,9400,17000,23000,27000,41000,54000,71000,82000,116000,137000,144000,10593,1940,9400,16583.49254962714,265.80219995230436,143504.76009998238,198.704427452091
1786970902,1500,,Aggregated,53.700000,0.000000,9500,17000,23000,28000,41000,54000,71000,82000,116000,137000,144000,10634,1940,9400,16616.208157278536,265.80219995230436,143504.76009998238,198.8495392138424
1786970903,1500,,Aggregated,53.900000,0.000000,9500,17000,23000,28000,41000,54000,72000,82000,117000,137000,144000,10690,1940,9500,16675.883772488316,265.80219995230436,143504.76009998238,199.10710944808233
1786970904,1500,,Aggregated,51.100000,0.000000,9600,17000,23000,28000,41000,54000,72000,83000,121000,144000,144000,10746,1940,9600,16759.32638765123,265.80219995230436,143735.8333999873,199.4822259445375
1786970905,1500,,Aggregated,50.800000,0.000000,9600,17000,23000,28000,41000,54000,72000,83000,121000,144000,144000,10811,1940,9600,16810.847272620464,265.80219995230436,143735.8333999873,199.65720099898252
1786970906,1500,,Aggregated,50.700000,0.000000,9600,17000,24000,28000,41000,54000,72000,84000,122000,144000,144000,10889,1940,9600,16887.809140279147,265.80219995230436,143735.8333999873,200.0364588116448
1786970907,1500,,Aggregated,51.600000,0.000000,9700,17000,24000,28000,42000,54000,72000,84000,125000,144000,144000,10951,1940,9700,16965.77078559034,265.80219995230436,143735.8333999873,200.3196968313396
1786970908,1500,,Aggregated,54.400000,0.000000,9700,18000,24000,28000,42000,54000,73000,84000,125000,144000,144000,10992,1940,9700,16995.47808669938,265.80219995230436,143735.8333999873,200.54221251819504
1786970909,1500,,Aggregated,55.200000,0.000000,9700,18000,24000,28000,42000,55000,73000,84000,131000,144000,144000,11064,1940,9700,17064.848709300415,265.80219995230436,143735.8333999873,200.84282357194505
1786970910,1500,,Aggregated,54.200000,0.000000,9800,18000,24000,29000,42000,55000,73000,85000,131000,144000,144000,11132,1940,9800,17146.899585725827,265.80219995230436,143735.8333999873,201.2408372260151
1786970911,1500,,Aggregated,54.400000,0.000000,9800,18000,24000,29000,42000,55000,73000,85000,131000,144000,144000,11160,1940,9800,17179.73895517022,265.80219995230436,143735.8333999873,201.37267025089605
1786970912,1500,,Aggregated,55.100000,0.000000,9800,18000,24000,29000,42000,55000,73000,85000,131000,144000,144000,11201,1940,9800,17190.382839862476,265.80219995230436,143735.8333999873,201.44299616105704
1786970913,1500,,Aggregated,57.500000,0.000000,9800,18000,24000,29000,42000,55000,73000,85000,131000,144000,144000,11240,1940,9800,17204.98618749998,265.80219995230436,143735.8333999873,201.3187722419929
1786970914,1500,,Aggregated,56.500000,0.000000,9800,18000,24000,29000,42000,55000,74000,86000,131000,144000,144000,11265,1940,9800,17223.036663222356,265.80219995230436,143735.8333999873,201.330758988016
1786970915,1500,,Aggregated,55.600000,0.000000,9900,18000,24000,29000,42000,56000,74000,85000,131000,144000,144000,11313,1940,9900,17257.559648952523,265.80219995230436,143735.8333999873,201.39017060019447
1786970916,1500,,Aggregated,54.700000,0.000000,9900,18000,24000,29000,43000,56000,74000,86000,132000,144000,148000,11374,1940,9900,17319.04776969402,265.80219995230436,147654.9648999935,201.5880077369439
1786970917,1500,,Aggregated,51.400000,0.000000,9900,18000,24000,29000,43000,56000,74000,86000,132000,144000,148000,11441,1940,9900,17391.79168778949,265.80219995230436,147654.9648999935,201.76260816362205
1786970918,1500,,Aggregated,49.400000,0.000000,10000,18000,24000,29000,43000,56000,74000,86000,132000,144000,148000,11484,1940,10000,17443.31473336813,265.80219995230436,147654.9648999935,201.90717520027866
1786970919,1500,,Aggregated,48.400000,0.000000,10000,18000,24000,29000,43000,56000,74000,87000,132000,144000,148000,11540,1940,10000,17484.687166221753,265.80219995230436,147654.9648999935,202.10294627383016
1786970920,1500,,Aggregated,49.100000,0.000000,10000,18000,24000,29000,43000,56000,74000,87000,132000,144000,148000,11597,1940,10000,17537.517277701052,265.80219995230436,147654.9648999935,202.25153056825042
1786970921,1500,,Aggregated,48.700000,0.000000,10000,18000,24000,29000,43000,56000,75000,87000,132000,144000,148000,11647,1940,10000,17558.52904177891,265.80219995230436,147654.9648999935,202.6035030479952
1786970922,1500,,Aggregated,47.300000,0.000000,10000,18000,24000,29000,43000,57000,75000,87000,132000,148000,152000,11673,1940,10000,17588.458574590844,265.80219995230436,152406.86819999246,202.65030412062023
1786970923,1500,,Aggregated,46.500000,0.000000,10000,18000,24000,29000,44000,57000,75000,88000,133000,149000,152000,11702,1940,10000,17620.45647553402,265.80219995230436,152406.86819999246,202.72773884806017
1786970924,1500,,Aggregated,48.100000,0.000000,10000,18000,25000,29000,44000,57000,75000,88000,134000,152000,163000,11743,1940,10000,17679.037728885218,265.80219995230436,163212.23860001191,202.5700417269863
1786970925,1500,,Aggregated,47.200000,0.000000,10000,18000,25000,29000,44000,57000,75000,88000,134000,155000,163000,11773,1940,10000,17721.296082901463,265.80219995230436,163212.23860001191,202.7123078229848
1786970927,1500,,Aggregated,46.000000,0.000000,10000,18000,25000,30000,44000,57000,75000,88000,134000,155000,163000,11841,1940,10000,17792.128067730653,265.80219995230436,163212.23860001191,202.93936322945697
1786970928,1500,,Aggregated,45.800000,0.000000,10000,18000,25000,30000,44000,57000,76000,89000,137000,155000,163000,11907,1940,10000,17839.380228436952,265.80219995230436,163212.23860001191,203.22507768539515
1786970929,1500,,Aggregated,45.800000,0.000000,10000,18000,25000,30000,44000,57000,76000,89000,137000,155000,163000,11950,1940,10000,17891.359070736296,265.80219995230436,163212.23860001191,203.3046861924686
1786970930,1500,,Aggregated,46.400000,0.000000,10000,18000,25000,30000,44000,58000,76000,90000,137000,155000,163000,12020,1940,10000,17959.904274184606,265.80219995230436,163212.23860001191,203.625540765391
1786970931,1500,,Aggregated,46.300000,0.000000,10000,18000,25000,30000,45000,58000,77000,91000,137000,155000,163000,12091,1940,10000,18032.544867496395,265.80219995230436,163212.23860001191,203.84567033330578
1786970932,1500,,Aggregated,46.300000,0.000000,10000,19000,25000,30000,45000,58000,77000,91000,137000,155000,163000,12157,1940,10000,18098.704114386688,265.80219995230436,163212.23860001191,204.09401990622686
1786970933,1500,,Aggregated,48.800000,0.000000,10000,19000,25000,30000,45000,59000,77000,91000,137000,155000,163000,12225,1940,10000,18135.793385063287,265.80219995230436,163212.23860001191,204.359100204499
1786970934,1500,,Aggregated,51.000000,0.000000,11000,19000,25000,30000,45000,59000,77000,91000,137000,155000,163000,12293,1940,11000,18176.815464443065,265.80219995230436,163212.23860001191,204.54242251687953
1786970935,1500,,Aggregated,54.800000,0.000000,11000,19000,25000,30000,45000,59000,77000,91000,141000,155000,163000,12363,1940,11000,18244.89727473094,265.80219995230436,163212.23860001191,204.7689881096821
1786970936,1500,,Aggregated,58.900000,0.000000,11000,19000,25000,30000,45000,59000,78000,92000,144000,155000,163000,12424,1940,11000,18301.166706422922,265.80219995230436,163212.23860001191,204.90751770766258
1786970937,1500,,Aggregated,58.900000,0.000000,11000,19000,25000,30000,45000,60000,78000,93000,144000,155000,163000,12475,1940,11000,18343.139890564995,265.80219995230436,163212.23860001191,205.0278156312625
1786970938,1500,,Aggregated,64.800000,0.000000,11000,19000,25000,30000,45000,60000,78000,93000,144000,155000,163000,12537,1940,11000,18371.075785993326,265.80219995230436,163212.23860001191,205.27630214564888
1786970939,1500,,Aggregated,63.400000,0.000000,11000,19000,26000,31000,45000,60000,78000,93000,144000,155000,163000,12618,1940,11000,18440.68828857964,265.80219995230436,163212.23860001191,205.72483753368203
1786970940,1500,,Aggregated,62.800000,0.000000,11000,19000,26000,31000,45000,60000,79000,94000,144000,155000,163000,12655,1940,11000,18491.30790395874,265.80219995230436,163212.23860001191,205.8380086922165
1786970941,1500,,Aggregated,64.600000,0.000000,11000,19000,26000,31000,45000,60000,79000,94000,144000,155000,163000,12693,1940,11000,18505.937903127517,265.80219995230436,163212.23860001191,206.01063578350272
1786970942,1500,,Aggregated,63.500000,0.000000,11000,19000,26000,31000,45000,60000,79000,94000,144000,155000,163000,12735,1940,11000,18519.434493348843,265.80219995230436,163212.23860001191,205.9906556733412
1786970943,1500,,Aggregated,60.100000,0.000000,11000,19000,26000,31000,46000,60000,79000,94000,144000,155000,163000,12771,1940,11000,18567.664106381468,265.80219995230436,163212.23860001191,206.09286665100618
1786970944,1500,,Aggregated,57.600000,0.000000,11000,19000,26000,31000,46000,60000,79000,94000,144000,155000,163000,12817,1940,11000,18597.628252960738,265.80219995230436,163212.23860001191,206.41164078957635
1786970945,1500,,Aggregated,54.400000,0.000000,11000,19000,26000,31000,46000,61000,80000,95000,144000,163000,165000,12893,1940,11000,18679.366332428242,265.80219995230436,164690.76810003025,206.7732102691383
1786970946,1500,,Aggregated,51.900000,0.000000,11000,19000,26000,31000,46000,61000,80000,95000,144000,163000,165000,12958,1940,11000,18713.486452762594,265.80219995230436,164690.76810003025,207.032180892113
1786970947,1500,,Aggregated,52.700000,0.000000,11000,19000,26000,31000,46000,61000,80000,95000,144000,163000,165000,12998,1940,11000,18750.2571605553,265.80219995230436,164690.76810003025,207.1405600861671
1786970948,1500,,Aggregated,53.200000,0.000000,11000,19000,26000,31000,46000,61000,80000,95000,144000,163000,165000,13063,1940,11000,18785.660911184088,265.80219995230436,164690.76810003025,207.3214422414453
1786970949,1500,,Aggregated,52.000000,0.000000,11000,19000,26000,31000,46000,61000,80000,95000,144000,163000,165000,13126,1940,11000,18825.15150706213,265.80219995230436,164690.76810003025,207.4583269846107
1786970950,1500,,Aggregated,52.300000,0.000000,11000,19000,26000,31000,46000,62000,80000,96000,144000,164000,165000,13200,1940,11000,18884.211737439193,265.80219995230436,164690.76810003025,207.64113636363638
1786970951,1500,,Aggregated,52.300000,0.000000,11000,19000,26000,31000,46000,62000,80000,96000,144000,164000,165000,13260,1940,11000,18907.917583612212,265.80219995230436,164690.76810003025,207.94389140271494
1786970952,1500,,Aggregated,53.700000,0.000000,11000,19000,26000,31000,46000,62000,80000,96000,144000,164000,165000,13299,1940,11000,18915.23066786962,265.80219995230436,164690.76810003025,208.1841491841492
1786970953,1500,,Aggregated,54.700000,0.000000,11000,19000,26000,31000,46000,61000,80000,95000,144000,164000,165000,13321,1940,11000,18925.088642917068,265.80219995230436,164690.76810003025,208.20403873583064
1786970954,1500,,Aggregated,56.500000,0.000000,11000,20000,26000,31000,46000,62000,80000,96000,144000,164000,165000,13348,1940,11000,18949.555422197955,265.80219995230436,164690.76810003025,208.17006293077614
1786970955,1500,,Aggregated,55.100000,0.000000,11000,20000,26000,31000,46000,62000,80000,96000,144000,164000,165000,13368,1940,11000,18961.928073092335,265.80219995230436,164690.76810003025,208.2210502692998
1786970956,1500,,Aggregated,53.100000,0.000000,11000,20000,26000,31000,46000,62000,80000,95000,144000,164000,165000,13423,1941,11000,19008.118505334038,265.80219995230436,164690.76810003025,208.26596140952097
1786970957,1500,,Aggregated,47.700000,0.000000,11000,20000,26000,32000,46000,62000,81000,96000,144000,164000,165000,13465,1941,11000,19043.308325176306,265.80219995230436,164690.76810003025,208.3839584106944
1786970958,1500,,Aggregated,46.000000,0.100000,11000,20000,27000,32000,46000,62000,81000,96000,148000,165000,188000,13532,1941,11000,19118.05260903038,265.80219995230436,188113.2562000421,208.7127549512267
1786970959,1500,,Aggregated,45.900000,0.100000,11000,20000,27000,32000,47000,62000,81000,96000,148000,165000,188000,13565,1941,11000,19146.22802774045,265.80219995230436,188113.2562000421,208.77648359749355
1786970960,1500,,Aggregated,46.800000,0.100000,11000,20000,27000,32000,47000,62000,81000,97000,148000,165000,188000,13612,1941,11000,19194.01772153976,265.80219995230436,188113.2562000421,208.88612988539523
1786970961,1500,,Aggregated,44.100000,0.100000,11000,20000,27000,32000,47000,63000,81000,98000,148000,165000,188000,13653,1941,11000,19211.496894220993,265.80219995230436,188113.2562000421,208.96857833443198
1786970962,1500,,Aggregated,41.200000,0.100000,11000,20000,27000,32000,47000,63000,81000,98000,148000,165000,188000,13692,1941,11000,19221.646727096064,265.80219995230436,188113.2562000421,209.05747881974875
1786970963,1500,,Aggregated,40.800000,0.100000,11000,20000,27000,32000,47000,63000,81000,98000,148000,165000,188000,13741,1941,11000,19248.263591856437,265.80219995230436,188113.2562000421,209.2287315333673
1786970964,1500,,Aggregated,38.600000,0.100000,11000,20000,27000,32000,47000,63000,82000,98000,149000,165000,188000,13789,1941,11000,19296.45212244536,265.80219995230436,188113.2562000421,209.4373776198419
1786970965,1500,,Aggregated,40.800000,0.100000,11000,20000,27000,32000,47000,63000,82000,98000,149000,165000,188000,13820,1941,11000,19307.671897235814,265.80219995230436,188113.2562000421,209.43502170767005
1786970966,1500,,Aggregated,44.100000,0.100000,11000,20000,27000,32000,47000,63000,82000,99000,149000,188000,191000,13856,1941,11000,19359.699470604737,265.80219995230436,190838.0345000187,209.38041281755196
1786970967,1500,,Aggregated,44.800000,0.100000,11000,20000,27000,32000,47000,63000,83000,99000,149000,188000,191000,13894,1941,11000,19405.798924888368,265.80219995230436,190838.0345000187,209.41219231322873
1786970968,1500,,Aggregated,43.000000,0.000000,11000,20000,27000,32000,47000,63000,83000,99000,149000,188000,191000,13914,1941,11000,19421.855302889096,265.80219995230436,190838.0345000187,209.4593934167026
1786970969,1500,,Aggregated,43.000000,0.000000,12000,20000,27000,32000,47000,64000,83000,99000,149000,188000,191000,13975,1941,12000,19482.837210211026,265.80219995230436,190838.0345000187,209.56207513416817
1786970970,1500,,Aggregated,37.700000,0.000000,12000,20000,27000,32000,47000,64000,84000,100000,149000,188000,191000,14044,1941,12000,19520.678558978856,265.80219995230436,190838.0345000187,209.70542580461407
1786970971,1500,,Aggregated,40.200000,0.000000,12000,20000,27000,32000,47000,64000,84000,100000,149000,188000,191000,14107,1941,12000,19561.116572169758,265.80219995230436,190838.0345000187,209.91373077195718
1786970972,1500,,Aggregated,42.100000,0.000000,12000,20000,27000,32000,47000,64000,84000,100000,149000,188000,191000,14165,1941,12000,19596.29115535467,265.80219995230436,190838.0345000187,210.05753618072714
1786970973,1500,,Aggregated,44.600000,0.000000,12000,20000,27000,32000,47000,64000,84000,100000,149000,188000,191000,14239,1941,12000,19656.76976807354,265.80219995230436,190838.0345000187,210.21349813891425
1786970974,1500,,Aggregated,46.700000,0.000000,12000,20000,27000,32000,48000,64000,84000,101000,149000,188000,191000,14309,1941,12000,19723.840963505438,265.80219995230436,190838.0345000187,210.4266545530785
1786970975,1500,,Aggregated,49.500000,0.000000,12000,20000,27000,32000,48000,64000,84000,101000,150000,188000,191000,14371,1941,12000,19759.360247185257,265.80219995230436,190838.0345000187,210.6201377774685
1786970976,1500,,Aggregated,50.400000,0.000000,12000,21000,27000,32000,48000,65000,85000,102000,151000,188000,191000,14425,1941,12000,19817.660655868232,265.80219995230436,190838.0345000187,210.72734835355286
1786970977,1500,,Aggregated,52.200000,0.000000,12000,21000,27000,32000,48000,64000,85000,102000,151000,188000,191000,14475,1941,12000,19818.059383516364,265.80219995230436,190838.0345000187,210.8473920552677
1786970978,1500,,Aggregated,57.300000,0.000000,12000,21000,27000,33000,48000,65000,85000,102000,151000,188000,191000,14529,1941,12000,19830.584827482922,265.80219995230436,190838.0345000187,210.9752219698534
1786970979,1500,,Aggregated,56.800000,0.000000,12000,21000,28000,33000,48000,65000,85000,102000,151000,188000,191000,14583,1941,12000,19860.085966035742,265.80219995230436,190838.0345000187,211.03565795789618
1786970980,1500,,Aggregated,61.100000,0.000000,12000,21000,28000,33000,48000,65000,85000,102000,151000,188000,191000,14628,1941,12000,19874.82802822663,265.80219995230436,190838.0345000187,211.20344544708777
1786970981,1500,,Aggregated,60.600000,0.000000,12000,21000,28000,33000,48000,65000,85000,102000,151000,188000,191000,14671,1941,12000,19906.12288493624,265.80219995230436,190838.0345000187,211.17885624701793
1786970982,1500,,Aggregated,59.400000,0.000000,12000,21000,28000,33000,48000,65000,85000,102000,151000,188000,191000,14705,1941,12000,19919.23323974156,265.80219995230436,190838.0345000187,211.17381842910575
1786970983,1500,,Aggregated,56.300000,0.000000,12000,21000,28000,33000,48000,65000,85000,102000,151000,188000,191000,14739,1941,12000,19934.45248636948,265.80219995230436,190838.0345000187,211.19071850193365
1786970984,1500,,Aggregated,54.400000,0.000000,12000,21000,28000,33000,48000,65000,85000,102000,151000,188000,191000,14787,1941,12000,19947.98591097583,265.80219995230436,190838.0345000187,211.2915398660986
1786970985,1500,,Aggregated,50.500000,0.000000,12000,21000,28000,33000,48000,65000,85000,102000,151000,188000,191000,14841,1941,12000,19984.80489509462,265.80219995230436,190838.0345000187,211.4150663701907
1786970986,1500,,Aggregated,47.900000,0.000000,12000,21000,28000,33000,48000,65000,85000,102000,151000,188000,191000,14890,1941,12000,20021.477587172554,265.80219995230436,190838.0345000187,211.60873069173942
1786970987,1500,,Aggregated,48.700000,0.000000,12000,21000,28000,33000,48000,65000,85000,102000,151000,188000,191000,14903,1941,12000,20023.464682835616,265.80219995230436,190838.0345000187,211.5975306985171
1786970988,1500,,Aggregated,46.700000,0.000000,12000,21000,28000,33000,48000,65000,85000,103000,152000,188000,191000,14927,1941,12000,20059.736454933955,265.80219995230436,190838.0345000187,211.60353721444363
1786970989,1500,,Aggregated,44.200000,0.000000,12000,21000,28000,33000,48000,65000,85000,103000,152000,188000,191000,14957,1941,12000,20067.013968984385,265.80219995230436,190838.0345000187,211.52463729357493
1786970990,1500,,Aggregated,40.300000,0.000000,12000,21000,28000,33000,48000,65000,85000,103000,152000,188000,191000,14983,1941,12000,20078.843915010297,265.80219995230436,190838.0345000187,211.54561836748314
1786970991,1500,,Aggregated,37.100000,0.000000,12000,21000,28000,33000,49000,66000,86000,103000,151000,188000,191000,15045,1941,12000,20143.295558145513,265.80219995230436,190838.0345000187,211.7258225324028
1786970992,1500,,Aggregated,35.600000,0.000000,12000,21000,28000,33000,49000,66000,86000,104000,151000,188000,191000,15094,1941,12000,20192.061496548256,265.80219995230436,190838.0345000187,211.91586060686365
1786970993,1500,,Aggregated,36.400000,0.000000,12000,21000,28000,33000,49000,66000,86000,104000,151000,188000,191000,15131,1941,12000,20214.08684210556,265.80219995230436,190838.0345000187,211.95267992862335
1786970994,1500,,Aggregated,38.100000,0.000000,12000,21000,28000,33000,49000,66000,86000,104000,151000,188000,191000,15167,1941,12000,20238.583577424615,265.80219995230436,190838.0345000187,212.04588910133845
1786970995,1500,,Aggregated,38.900000,0.000000,12000,21000,28000,33000,49000,66000,86000,104000,151000,188000,191000,15209,1941,12000,20265.944157222657,265.80219995230436,190838.0345000187,212.05496745348148
1786970996,1500,,Aggregated,38.700000,0.000000,12000,21000,28000,33000,49000,66000,86000,104000,152000,188000,191000,15239,1941,12000,20288.40446541108,265.80219995230436,190838.0345000187,212.1673994356585
1786970997,1500,,Aggregated,36.700000,0.000000,12000,21000,28000,33000,49000,67000,87000,104000,152000,188000,191000,15294,1942,12000,20350.15084542301,265.80219995230436,190838.0345000187,212.34046031123316
1786970998,1500,,Aggregated,34.000000,0.000000,12000,21000,28000,33000,49000,67000,87000,104000,152000,188000,191000,15331,1942,12000,20380.980268247302,265.80219995230436,190838.0345000187,212.46004826821473
1786970999,1500,,Aggregated,36.900000,0.100000,12000,21000,28000,33000,49000,67000,87000,104000,152000,188000,191000,15347,1942,12000,20386.386068997163,265.80219995230436,190838.0345000187,212.44901283638495
1786971000,1500,,Aggregated,40.500000,0.100000,12000,21000,28000,33000,49000,67000,86000,104000,152000,188000,191000,15372,1942,12000,20400.62321399294,265.80219995230436,190838.0345000187,212.43969555035127
1786971001,1500,,Aggregated,40.000000,0.100000,12000,21000,28000,34000,50000,67000,87000,104000,153000,188000,191000,15406,1942,12000,20445.33167775538,265.80219995230436,190838.0345000187,212.36920680254445
1786971002,1500,,Aggregated,37.900000,0.100000,12000,21000,28000,34000,50000,67000,87000,104000,153000,188000,191000,15444,1942,12000,20470.62484237886,265.80219995230436,190838.0345000187,212.3904428904429
1786971003,1500,,Aggregated,37.000000,0.100000,12000,21000,28000,34000,50000,67000,87000,104000,153000,188000,191000,15497,1942,12000,20485.43157685353,265.80219995230436,190838.0345000187,212.58114473769118
1786971004,1500,,Aggregated,34.000000,0.100000,13000,21000,28000,34000,50000,67000,87000,104000,153000,188000,191000,15555,1942,13000,20530.317574953333,265.80219995230436,190838.0345000187,212.61909353905497
1786971005,1500,,Aggregated,35.400000,0.100000,13000,22000,29000,34000,50000,67000,87000,104000,153000,188000,191000,15611,1942,13000,20581.680616449885,265.80219995230436,190838.0345000187,212.66331432963935
1786971006,1500,,Aggregated,37.300000,0.100000,13000,22000,29000,34000,50000,67000,87000,104000,153000,188000,191000,15668,1942,13000,20632.98910739719,265.80219995230436,190838.0345000187,212.8379499617054
1786971007,1500,,Aggregated,38.800000,0.100000,13000,22000,29000,34000,50000,67000,87000,105000,153000,191000,199000,15727,1942,13000,20679.86447273473,265.80219995230436,198986.75370001,212.9020792268074
1786971008,1500,,Aggregated,41.600000,0.100000,13000,22000,29000,34000,50000,67000,87000,105000,153000,191000,199000,15785,1942,13000,20701.59574598663,265.80219995230436,198986.75370001,213.0815331010453
1786971009,1500,,Aggregated,42.900000,0.000000,13000,22000,29000,34000,50000,67000,87000,105000,153000,191000,199000,15842,1942,13000,20740.25096858343,265.80219995230436,198986.75370001,213.19157934604218
1786971010,1500,,Aggregated,43.000000,0.000000,13000,22000,29000,34000,50000,67000,88000,105000,153000,191000,199000,15901,1942,13000,20789.679131840658,265.80219995230436,198986.75370001,213.3552606754292
1786971011,1500,,Aggregated,47.500000,0.000000,13000,22000,29000,34000,50000,67000,88000,105000,154000,191000,199000,15924,1942,13000,20795.03152714759,265.80219995230436,198986.75370001,213.37164029138407
1786971012,1500,,Aggregated,51.900000,0.000000,13000,22000,29000,34000,50000,68000,88000,105000,154000,191000,199000,15969,1942,13000,20828.77768272265,265.80219995230436,198986.75370001,213.49852839877263
1786971013,1500,,Aggregated,51.500000,0.000000,13000,22000,29000,34000,50000,68000,88000,105000,153000,191000,199000,16012,1942,13000,20851.909210966674,265.80219995230436,198986.75370001,213.51017986510118
1786971014,1500,,Aggregated,53.900000,0.000000,13000,22000,29000,34000,51000,68000,88000,105000,153000,191000,199000,16047,1942,13000,20882.023660123297,265.80219995230436,198986.75370001,213.42693338318688
1786971015,1500,,Aggregated,51.600000,0.000000,13000,22000,29000,34000,51000,68000,89000,105000,154000,191000,199000,16076,1942,13000,20921.320725677935,265.80219995230436,198986.75370001,213.524135357054
1786971016,1500,,Aggregated,50.100000,0.000000,13000,22000,29000,34000,51000,68000,89000,105000,154000,191000,199000,16106,1942,13000,20936.26056012036,265.80219995230436,198986.75370001,213.54755991555942
1786971017,1500,,Aggregated,48.200000,0.000000,13000,22000,29000,34000,51000,68000,88000,105000,154000,191000,199000,16151,1942,13000,20955.60769778333,265.80219995230436,198986.75370001,213.6325304934679
1786971018,1500,,Aggregated,44.300000,0.000000,13000,22000,29000,34000,51000,68000,89000,105000,154000,191000,199000,16188,1942,13000,20970.6527866814,265.80219995230436,198986.75370001,213.66302199159873
1786971019,1500,,Aggregated,43.300000,0.000000,13000,22000,29000,35000,51000,68000,89000,106000,154000,191000,199000,16245,1942,13000,21036.47767735912,265.80219995230436,198986.75370001,213.9273622653124
1786971020,1500,,Aggregated,41.500000,0.000000,13000,22000,29000,35000,51000,68000,89000,106000,154000,191000,199000,16254,1942,13000,21034.466722480553,265.80219995230436,198986.75370001,213.92814076535007
1786971021,1500,,Aggregated,39.500000,0.000000,13000,22000,29000,35000,51000,68000,89000,106000,154000,191000,199000,16271,1942,13000,21034.376475932568,265.80219995230436,198986.75370001,213.88328928768976
1786971022,1500,,Aggregated,37.800000,0.000000,13000,22000,29000,35000,51000,68000,89000,106000,154000,191000,199000,16285,1942,13000,21035.543325882645,265.80219995230436,198986.75370001,213.89775867362604
1786971023,1500,,Aggregated,35.900000,0.000000,13000,22000,29000,35000,51000,68000,89000,106000,154000,191000,199000,16309,1942,13000,21044.025912164998,265.80219995230436,198986.75370001,213.8206511741983
